title,genre,producer,country,year,rating_url
Авария — дочь мента,Драматический фильм,"Туманишвили, Михаил Иосифович",Кинематограф СССР,,https://www.imdb.com/title/tt0096858/
Быстрый курок,Вестерн,Листер Дэвид (страница отсутствует),Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0111492/
В баре только девушки,Драма (жанр),Марита Джованни (страница отсутствует),Кинематограф США,1994,https://www.imdb.com/title/tt0109217/
"Быть человеком (фильм, 1994)",Драма (жанр),"Форсайт, Билл",Кинематограф Великобритании,,https://www.imdb.com/title/tt0106379/
Бульвар (фильм),Драма (жанр),Пенелопа Бьюитеньюи (страница отсутствует),Канада,1994,https://www.imdb.com/title/tt0109323/
Бонсуар,Кинокомедия,Жан-Пьер Моки,Кинематограф Франции,1994,https://www.imdb.com/title/tt0165113/
Бока (фильм),Драма (жанр),Аванчини. Уолтер (страница отсутствует),США,1994,https://www.imdb.com/title/tt0109312/
Борзые (фильм),Криминальный фильм,Ким Мэннерс,Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0109941/
"Будулай, которого не ждут",Мелодрама,"Фенько, Александр Константинович",Россия,1994,https://www.imdb.com/title/tt0109347/
Большие мечты и разбитые сердца: История Дотти Уэст,Драма (жанр),Билл Д'Элиа (страница отсутствует),США,1994,https://www.imdb.com/title/tt0112498/
"Божья коровка, улети на небо",Драма (жанр),"Лоуч, Кен",Великобритания,1994,https://www.imdb.com/title/tt0110296/
Бой для бессмертных,Боевик (киножанр),"Неира, Дэниел (страница отсутствует)",США,1994,https://www.imdb.com/title/tt0110117/
Богатенький Ричи,Кинокомедия,"Петри, Дональд",Кинематограф США,1994,https://www.imdb.com/title/tt0110989/
Бескрайнее лето 2,Документальный фильм,Брюс Браун (страница отсутствует),США,1994,https://www.imdb.com/title/tt0109729/
Блюз Чили,Мелодрама,"Бинаме, Шарль (страница отсутствует)",Канада,1994,https://www.imdb.com/title/tt0109359/
Бесконечная история 3,Фэнтези,"Макдональд, Питер",,,https://www.imdb.com/title/tt0110647/
Бланкмэн,Кинокомедия,Майк Байндер (страница отсутствует),Соединённые Штаты Америки,,https://www.imdb.com/title/tt0109288/
"Бессмертная возлюбленная (фильм, 1994)",Драма (жанр),Бернард Роуз,Великобритания,1994,https://www.imdb.com/title/tt0110116/
Берлин-39,Боевик (киножанр),Серджио Соллима,Италия,1994,https://www.imdb.com/title/tt0139064/
"Береги свою косынку, Татьяна",Кинокомедия,"Каурисмяки, Аки",Финляндия,1994,https://www.imdb.com/title/tt0110832/
Белый ужас,Приключенческий фильм,Пол Красни (страница отсутствует),Кинематограф США,1994,https://www.imdb.com/title/tt0111097/
Белый Клык 2: Легенда о белом волке,Приключенческий фильм,Кен Олин,Флаг США,1994,https://www.imdb.com/title/tt0111701/
"Белый ангел (фильм, 1994)",Триллер,Крис Джонс,,,https://www.imdb.com/title/tt0108558/
Безопасный проход,Драма (жанр),Робер Аллан Акерман (страница отсутствует),Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0111054/
Безмолвная схватка,Детективный фильм,"Бересфорд, Брюс",Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0111187/
Безумие короля Георга,Драма (жанр),"Хайтнер, Николас",Великобритания,1994,https://www.imdb.com/title/tt0110428/
Безжалостный 4,Триллер,"Сэссон, Олей (страница отсутствует)",Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0110966/
Без дураков,Комедийная драма,"Бентон, Роберт",Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0110684/
"Аттракцион (фильм, 1994)",Драма (жанр),"Шаматава, Отар Петрович",Грузия,1994,https://www.imdb.com/title/tt0312394/
Атомная школа 3,Научная фантастика,,Соединённые Штаты Америки,,https://www.imdb.com/title/tt0112685/
Андре (фильм),Приключенческий фильм,"Миллер, Джордж Трамбулл",Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0109120/
Барселона (фильм),Кинокомедия,Уайт Стиллмэн (страница отсутствует),Соединённые Штаты Америки,1994,https://www.imdb.com/title/tt0109219/
"Ангелы у кромки поля (фильм, 1994)",Семейный фильм,"Дир, Уильям",Кинематограф США,1994,https://www.imdb.com/title/tt0109127/
Амуры (фильм),Комедия,,Кинематограф Германии,,https://www.imdb.com/title/tt0109048/
Амур и демон,Драма (жанр),"Федюк, Николай (страница отсутствует)",Украина,1994,https://www.imdb.com/title/tt0312356/
